Date,month,day,year,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,State,Country,Summary
08/15/1997,8,15,1997,19:30,"Criciúma, Brazil",Air taxi - TAM,,,Cessna 550 Citation II,PT-LML,550-0013,2,2,0,Criciúma,Brazil,While en route the plane went into a steep dive and impacted terrain.
11-08-1997,11,8,1997,08:08,"Near Barrow, Alaska",Hageland Aviation Services,500,Barrow - Wainwright,Cessna 208B Caravan I,N750GC,208B-0504,8,8,0,NearBarrow,Alaska,"A few minutes after takeoff a distress call was received from the aircraft after which it ditched into the sea 200 yards offshore. The pilot's disregard for lateral fuel loading limits, his improper removal of frost prior to takeoff, and the resulting inadvertent stall/spin. Factors involved in this accident were the improper asymmetrical fuel loading which reduced lateral aircraft control, the self-induced pressure to takeoff on time by the pilot, and inadequate surveillance of the company operations by company management."
12-05-1997,12,5,1997,14:46,"Irkutsk-2, Russia",Military - Russian Air Force,,Irkutsk - Vladivostok,Antonov AN-124-100,RA-82005/08,4516003,23,23,44,Irkutsk-2,Russia,"The military aircraft, bound for Vladivostok, crashed into a residential neighborhood twenty seconds after taking off. All four engines failed after the computer system began shutting them down shortly after takeoff.  Design flaw which led to uncoordinated operation of the high-pressure compressors."
07/29/1998,7,29,1998,16:00,"Manacapuru River, Brazil",Selva Taxi Aero,,Tefe - Manaus,Embraer 110 Bandeirante,PT-LGN,110343,24,5,0,ManacapuruRiver,Brazil,The aircraft ditched in the Manacapuru River while en route from Tefe to Manaus. The pilot had reported an engine problem about 20 minutes earlier.
07/30/1998,7,30,1998,11:05,"Kochi, India",Alliance Airlines,503,Agathi - Kochi - Thiruvananthapuram,Dornier 228-201,VT-EJW,8075/2017,6,6,2,Kochi,India,"Shortly after taking off the plane pitched up, stalled and crashed to the ground. The  pitch-up was caused by an uncommanded downward movement of the horizontal stabilizer. This was due to a partial detachment of the actuator forward bearing support fitting due to the non-installation of required hi-lok fasteners."
09-09-1998,9,9,1998,10:45,"Port Alsworth, Alaska",Rusts Flying Service Inc.,,"Anchorage, AK - Hoholitna River, AK",de Havilland Dash-2 float plane,N1433Z,595,5,5,0,PortAlsworth,Alaska,"The plane crashed while attempting to cross a mountain pass, following two other company airplanes in conditions described as five to seven miles visibility, 700 feet ceilings, clouds hanging on the mountainsides, and misty rain. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall. Unfamiliarity with the geographiarea, the low clouds, his becoming disoriented, and the blind canyon into which he flew. The audible stall warning circuit breaker was found in the pulled (disabled) position."
10/21/1998,10,21,1998,08:52,"Fortaleza, Brazil",Capital Taxi Aereo,,Teresina - Fortaleza,Embraer 120RT Brasilia,PT-WKH,120076,3,3,1,Fortaleza,Brazil,The cargo was on approach when it struck electrical cables and crashed into a house.
11-11-1998,11,11,1998,05:20,"Near Krasnoyarsk, Russia",Sakha Airlines,,Krasnoyarsk - Mirny,Antonov AN-12,RA-12955,8345506,13,13,0,NearKrasnoyarsk,Russia,"The aircraft, carrying freight and seven passengers, crashed and burned, 25 km from Krasnoyarsk, 4 minutes after taking off in a snowstorm."
01/13/1999,1,13,1999,,"Geilenkirchen, Germany",Military - German Air National Guard,,,Boeing KC-135E,59-1452,17940/355,4,4,0,Geilenkirchen,Germany,"After completing an air refueling mission the plane pitched upward, stalled and crashed."
02/24/1999,2,24,1999,16:34,"Rui'an, China",China Southwest Airlines,4509,Chengdu - Wenzhou,Tupolev TU-154,B-2622,90A-846,61,61,0,Rui'an,China,"The aircraft was on a flight from Chengdu to Wenzhou when it crashed into a field while on approach to Wenzhou Airport. Witnesses saw the plane nose-dive into the ground from an altitude of 2,300 feet and explode. A self-locking nut, other than a castle nut with cotter pin as specified, had been installed at the bolt for connection between the pull rod and bellcranck in the elevator control system. The nut screwed off, resulting in bolt loss, which led to the loss of pitch control."
03-07-1999,3,7,1999,08:23,"New Delhi, India",Military - Indian Air Force,,Gwalior -  Pokhran - New Delhi,Antonov AN-32 Transport,K2673,108,19,19,3,NewDelhi,India,"While approaching New Delhi Airport, the plane suddenly veered off its landing path and crashed into a building site and careened into a water tank reservoir. A witness said the plane came in very low and crashed, exploded and burned after severing power lines. A heavy layer of fog covered the area prior to the crash. The crash site was 1.5 miles from the airport."
04-07-1999,4,7,1999,11:30,"Ribeirao Preto, Brazil",Manacá Táxi Aéreo,,Training,Learjet 24D,PT-LEM,24-270,5,5,0,RibeiraoPreto,Brazil,The pilot-in-command lost control during touch-and-go landing and crashed.
04/15/1999,4,15,1999,16:05,"Shanghi, China",Korean Air,6316,"Shanghi, China - Seoul, Korea",McDonnell Douglas MD-11,HL-7373,48409/490,3,3,0,Shanghi,China,"Shortly after taking off  and after getting into a disagreement with the first officer about the planes altitude, the captain pushed down on the control column and the plane entered a rapid descent. Both crew members tried to recover from the dive but were unable to gain control and the plane crashed into the ground and was destroyed."
06-09-1999,6,9,1999,10:50,"Juneau, Alaska",Air Taxi - Coastal Helicopters Inc.,,Sightseeing,Eurocopter AS-350BA,N6099S,2810,7,7,0,Juneau,Alaska,"The sightseeing helicopter impacted a glacier.The pilot's continued VFR flight into adverse weather, spatial disorientation, and failure to maintain aircraft control. Factors associated with the accident were pressure by the company to continue flights in marginal weather, and the 'flat' lighting leading to whiteout conditions."
08/22/1999,8,22,1999,18:45,"Hong Kong, China",China Airlines (Taiwan),642,Bangkok - Hong Kong,McDonnell Douglas MD-11,B-150,48468/518,315,3,0,HongKong,China,
09/14/1999,9,14,1999,21:20,"Belelm, Brazil",Norte Jet Táxi Aéreo,,Belem - Monte Dourado,Embraer 110 Bandeirante,PT-ODK,110002,2,2,0,Belelm,Brazil,The cargo plane crashed while on approach.
01-04-2001,1,4,2001,,"Zheng Zou AB, China",Military - People's Liberation Army,,Training,Shaanxi Yunshuji Y-8/Yunshuji Y-8,31242/31243,,16,16,6,ZhengZouAB,China,Two Antonov 12 planes collided in midair killing all aboard and 6 on the ground.
12-05-1999,12,5,1999,05:12,"Moscow, Russia",Tashkent Aircraft Production Corporation,,"Moscow, Russia - Tashkent, Uzbekistan",Ilyushin 114T,UK-91004,1083800305,7,5,0,Moscow,Russia,"The cargo plane was taxiing for takeoff when a gust of wind caused the rudder to become fully defected to the left. The captain continued the takeoff despite suggestions from the crew to return to the gate. Shortly after lifting off the runway the plane yawed to the left and collided with the airport perimeter wall, bursting into flames."
12-07-1999,12,7,1999,13:00,"Bethel, Alaska",Air Taxi - Grant Aviation Inc.,,,Cessna 207,N1747U,20700347,6,6,0,Bethel,Alaska,"Crashed 49 miles from the departure airport. The pilot's continued VFR flight into instrument meteorological conditions. Factors associated with the accident were low ceilings, fog, and snow-covered terrain."
12/24/1999,12,24,1999,,"Amritsar, India / Kandahar, Afghanistan",Indian Airlines,814,Kathmandu - New Delhi,Airbus A300B2-101,VT-EDW,36,189,1,0,Amritsar,India,"The plane was hijacked and subsequently flown to Amritsar, India, Lahore, Pakistan, al-Minhar Air Base, Dubai and Kandahar, Afghanistan. The hijacking lasted 7 days. One crewmember was killed."
02-05-2000,2,5,2000,16:00,"Iliamna, Alaska","Air Taxi - Iliamna, Air Taxi Inc.",,"Ilianma, AK - Koliganek, AK",Cessna U206G,N756HG,U20604099,6,6,0,Iliamna,Alaska,"The airplane impacted level terrain, covered by smooth, wind-blown, snow, in a left bank of 26 degrees or greater. The pilot's attempted flight into adverse weather, and his failure to maintain altitude/clearance above the snow-covered tundra. Factors associated with the accident were snow, rain, and whiteout conditions."
03-09-2000,3,9,2000,08:40,"Moscow, Russia",Vologodskiye Airlines,,Moscow - Kiev,Yakovlev YAK-40,RA-88170,9620847,9,9,0,Moscow,Russia,"The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set."
06/21/2000,6,21,2000,07:15,"Cuiaba, Brazil",Air taxi - Jao Air Taxi,,Cuiaba - Rondonopolis,Beech Baron,PT-LGL,,4,4,0,Cuiaba,Brazil,"Fifteen minutes into the flight under foggy conditions and low ceiling, the aircraft entered a sharp descent and struck a tree and the ground."
06/22/2000,6,22,2000,15:16,"Shitai, China",Wuhan Airlines,343,Enshi - Wuhan,Xian Yunshuji Y-7-100C,B-3479,6708,44,44,7,Shitai,China,"The plane was attempting to land at Whuan's Wanjiatun Airport in thunderstorms and heavy rain when it was struck by lightning causing it to explode and crash. Half of the plane crashed into a farmhouse and the other half crashed near a dike on the Hanjiang River near the village of Shitai, 15 miles from Wuhan. Seven people aboard a boat on the southern bank of the river were killed when they were swept into the river by the impact of the crash."
07/17/2000,7,17,2000,07:34,"Patna, India",Indian Airlines/Alliance Airlines,7412,Calcutta - Patna - Lucknow - New Delhi,Boeing B-737-2A8 Advanced,VT-EGD,22280/671,58,55,5,Patna,India,"While attempting to land at Patna, the aircraft was too high and the crew attempted a go-around. During the second landing attempt, the aircraft was again high, veered to left and lost altitude until it crashed into houses in the Gardanibagh district and burst into flames. The cause of the accident was loss of control of the aircraft due to crew error. The crew did not followed the correct approach procedure, which resulted in the aircraft being high on approach. The crew then initiated a 'go-around procedure' instead of an 'approach to stall recovery procedure' resulting in an actual stall of the aircraft, loss of control and subsequent impact with the ground."
08-02-2000,8,2,2000,08:45,"Cubatao, Brazil",Air taxi - Lider Air Taxi,,Cubatao - Navegantes,Sikorsky S-76,PT-HRD,,6,6,0,Cubatao,Brazil,"The helicopter exploded and crashed from a height of 1,000 ft."
08-09-2000,8,9,2000,08:00,"Burlington Township, New Jersey",Patuxent Airways / Private,,"Lakehurst, NY - Patuxent River, MD",Piper Navajo PA-31/ Piper Seminole PA-44,N27944 / N2225G,7952056/79951271,11,11,0,BurlingtonTownship,NewJersey,"The two aircraft collided over a central New Jersey subdivision, scattering debris over a wide area. The Navajo had taken off from Lakehurst Naval Air Station and the Seminole from Northeast Philadelphia Airport.  The Navajo crashed into a two-story house while the Seminole fell into a soybean field. Two pilots and seven passenger were killed on the Navajo as were a pilot instructor and his student on the Seminole. Failure of the pilots of the two airplanes to see and avoid each other and maintain proper airspace separation during visual flight rules."
09/18/2000,9,18,2000,15:10,"Nuiqsut, Alaska",Cape Smythe Air Service,181,Deadhorse - Nuiqsut,Piper PA-31-350 Navajo,N220CS,8275013,10,5,0,Nuiqsut,Alaska,"The belly cargo pod  lightly scraped the runway for about 40 feet, but the airplane transitioned to a climb. As the airplane began climbing away from the runway, the landing gear was observed to extend. The airplane climbed to about 100 to 150 feet above the ground, and then began a descending left turn. The airplane collided with the ground on a 095 degree heading. The wreckage path extended for about 300 feet, during which the landing gear, left wing, and the left engine separated from the airplane. A postcrash fire destroyed the fuselage, right wing, and the right engine. The pilot's failure to extend the landing gear, his improper aborted landing procedure, and inadvertent stall/mush. Factors in the accident were an improper adjustment of the landing gear warning horn system by company maintenance personnel, and the failure of the pilot to utilize the prelanding checklist."
11-09-2000,11,9,2000,01:23,"Fort Wayne, Indiana",Superior Aviation,,"Fort Wayne, IN - Milwaukee, WI",Swearingen SA.226TC Metro II,N731AC,TC-255,1,1,0,FortWayne,Indiana,"During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command."
01/23/2001,1,23,2001,21:35,"Eider Point, Alaska",MajestiAir Cargo,,,Douglas C-47A-30-DK (DC-3C),N19454,13863,2,2,0,EiderPoint,Alaska,"The cargo plane crashed on Table Top Mountain while en route. The airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. Factors in the accident were dark night conditions, and the first officer's impairment from drugs."
02-08-2001,2,8,2001,15:40,"Nurnberg, Germany",E.A.S. Aeroservizi,,"Nurnberg - Rome, Italy",Learjet 35A,I-MOCO,35-445,3,3,0,Nurnberg,Germany,"The plane experienced asymetrical thrust during takeoff. Rose 200-300 ft., stalled and crashed into trees. An in-flight failure of the left power plant appromately 3 minutes after take-off and inadequate conduct of the crew  so that in short final the airplane stalled and crashed from low height. The failure of the left engine was caused by intergranular fractures of retention posts on the high pressure turbine disk. As a result of incorrect service life recordings the maximum number of cycles had considerably been exceeded."
03-02-2001,3,2,2001,,"Rio Azul Farm, Brazil",Air taxi - Cuiaba Air Taxi,,,Beech BE-55,PT-OET,,6,6,0,RioAzulFarm,Brazil,Just after rising the plane stalled while making a turn and crashed and burned.
05/22/2001,5,22,2001,16:35,"Near Myakotino, Russia",Military - Russian Air Force,,Rzhevsk - Morsansk,Antonov 12MGA,RA-12135,347002,7,7,0,NearMyakotino,Russia,Crashed while en route.
07-04-2001,7,4,2001,02:08,"Near Irkutsk, Russia",Vladivostokavia,352,Yekaterinburg - Irkutsk - Vladivostok,Tupolev TU-154M,RA-85845,86A-735,145,145,0,NearIrkutsk,Russia,"The plane crashed and exploded in flames in Siberian woodlands near the village of Burdakovka, about 21 miles from Irkutsk. The aircraft crashed during the third turn in a landing approach to Irkutsk, an intermediate stop for refueling. The first officer was flying the plane, when at 2,600 ft., an audible alarm sounded indicating a wide angle of attack. Eleven seconds later the aircraft swung around 180 degrees and entered a flat spin. The captain ordered the engines at full throttle but it was too late and 22 seconds later the plane hit the ground, belly first, broke up and burned. Incorrect actions of the crew. Due to poor communication between pilots, they put in the wrong parameters while landing causing the plane to descend at the wrong angle. As a result, the plane stalled and entered a spin and crashed."
07/14/2001,7,14,2001,08:53,"Near Moscow, Russia",Russ Air Transport Company,,Moscow - Norilsk,Ilyushin IL-76,RA-76588,43451530,10,10,0,NearMoscow,Russia,"The cargo plane was taking off from Chkalovsky Airport with a load of construction material and cosmetics. After reaching a height of 150 feet, the plane the crashed and burned 1,600 feet past the end of the runway.  The plane was overloaded by 15 tones."
07/30/2001,7,30,2001,16:00,"Haines, Alaska",Air Taxi,,"Shagway, AK - Return",Piper PA-32-300,N39586,32-7840168,6,6,0,Haines,Alaska,"The sightseeing plane impacted the side of a mountain in poor visibility. The pilot's continued flight into known adverse weather conditions, and his poor in-flight decision making. Factors associated with the accident were clouds and mountainous terrain. A finding is the pilot's use of FAA prohibited drugs."
09/15/2001,9,15,2001,,"Belo Horizonte, Brazil",TAM (Brazil),9755,Recife  - Sao Paulo,Fokker 100,PT-MRN,11443,82,1,0,BeloHorizonte,Brazil,"While the aircraft was over Belo Horizonte, the cabin depressurized, causing the death of one passenger. The aircraft made an emergency landing at Cofins. Three of the other 77 passengers aboard suffered minor injuries. Pressurization was lost at an altitude of  33,000 feet when the right engine disintegrated, causing pieces of the engine to break two cabin windows."
10-04-2001,10,4,2001,13:44,"110 miles SW of Sochi, Russia",Sibir Airlines,1812,"Tel Aviv -  Novosibirsk, Russia",Tupolev Tu-154M,RA-85693,90A-866,78,78,0,110milesSWofSochi,Russia,"The aircraft exploded in mid-air at 36,000 ft. while  en route over the Black Sea. The plane then nose-dived crashing into the water. The airliner was brought down accidentally by a Ukrainian surface-to-air missile, fired during military exercises."
10-10-2001,10,10,2001,09:26,"Dillingham, Alaska",PenAir,350,Dillingham - King Salmon,Cessna 208 Caravan,N9530F,20800088,10,10,0,Dillingham,Alaska,"Shortly after taking off from Dillingham, the aircraft's wing dipped, the nose pitched up, the plane became inverted and crashed to the ground. The weather was clear and windy at the time of the accident. An in-flight loss of control resulting from upper surface ice contamination that the pilot-in-command failed to detect during his preflight inspection of the airplane. Contributing to the accident was the lack of a preflight inspection requirement for CE-208 pilots to examine at close range the upper surface of the wing for ice contamination when ground icing conditions exist."
10/13/2001,10,13,2001,18:00,"Near Humiata, Brazil",Air Taxi - Continental Air Taxi,,Humiata - Altamira,EMB 810C Seneca,PT-EVF,,6,3,0,NearHumiata,Brazil,Thirty minutes into the flight both engines quit and the pilot had to make an emergency landing in the rainforest.
10/18/2001,10,18,2001,15:43,"Anchorage, Alaska",ERA Aviation - Air Taxi,,"Fire Island, AK - Anchorage, AK",Bell 206L,N400EH,45108,5,3,0,Anchorage,Alaska,"The helicopter was flying very low because the pilot was not instrument rated. The skid hit the water followed by the tail rotor and the helicopter crashed. The pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. Factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water."
11/19/2001,11,19,2001,21:19,"Kalyazin, Russia",Charter - IRS Aero,-,Khatanga - Moscow,Ilyushin 18V,RA-75840,182005301,27,27,0,Kalyazin,Russia,Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.
12-01-2001,12,1,2001,12:54,"Near Novaya Inya , Russia","Military - Russian, cargo",-,Moscow - Bratsk - Anadyr,Ilyushin IL- 76TD,RA-76839,1023411375,18,18,0,NearNovayaInya,Russia,A fire broke out aboard the aircraft while en route at FL290. The crew was preparing for an emergency landing when two explosions tore apart the plane causing it to crash.
12/26/2001,12,26,2001,10:20,"Bremerhaven, Germany",BAL Bremerhaven Airline,,Bremerhaven - Wangerooge,Britten Norman BN-2B Trislander,D-IAAI,2167,9,8,0,Bremerhaven,Germany,"The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries."
02/21/2002,2,21,2002,20:44,"Lakhta, Russia",Military - Russian Navy,-,Sanofov - Lakhta,Antonov AN-26,07RED,ZR726001,20,17,0,Lakhta,Russia,"The plane was making an emergency landing after two previous attempts in heavy snow and strong winds when it clipped treetops and crashed into a field, approximately 1.5km short of the runway."
04/28/2002,4,28,2002,06:15,"Near Abakan, Russia",Private,,,Mi-8 helicopter,,,20,8,0,NearAbakan,Russia,"The helicopter struck power lines and crashed in near-zero visibility. Governor of Krasnoyarsk territory, Alexander Lebed, 52, was among those killed. 'Power line, power line!' were the last words of the pilot. Thick fog concealing a frost-covered power line led to the helicopter crash."
05-07-2002,5,7,2002,21:32,"Off Dalian, China",China Northern Airlines,6136,Beijing - Dalian,McDonnell Douglas MD-82,B-2138,49522/17023,112,112,0,OffDalian,China,"The MD-82 crashed into the Dalian Bay, 12 miles east of Dalian airport. The pilot reported a fire aboard the aircraft and the cabin lights were out prior to the plane impacting the water.  The accident was caused by an act of sabotage by a passenger who lit a fire in the cabin. He had bought multiple insurance policies before boarding the flight."
06-04-2002,6,4,2002,,"Oiapoque, Amapa, Brazil",Marco Zero Air Taxi,,,Embraer 721C Sertanejo,PT-EPH,,5,5,0,Amapa,Brazil,"The plane tookoff and encountered heavy clouds all along the route.  Wreckage was found 42 miles from Oiapoque, in an Amazon forest. Poor weather conditions."
07-01-2002,7,1,2002,23:36,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,2927 / 611,Moscow-Munich-Barcelona / Bahrain/Brussels,Tupolev TU-154M / Boeing B-757-23APF,RA85816/A9C-DHL,1006 / 24635/258,71,71,0,Uberlingen,Germany,"The airliner and cargo plane collided over southern Germany at 35,400 ft. Debris was spread across a 20 mile radius. Fifty-two children on a beach holiday were among the 69 aboard the Tupolev. The Tupolev pilot received contradictory instructions. The collision avoidance warning system (TCAS) told the pilot to ascend followed by an order from the Swiss air trafficontroller to descend one second later. The Russian plane did not immediately respond to the tower's order to descend, so he repeated the command 14 seconds later. Thirty seconds later the two planes collided. The Tupolev's TCAS was telling the pilots to ascend. The Boeing's TCAS was telling the pilots to descend. The Swiss air trafficontroller was telling the Tupolev's pilots to descend. The air trafficontroller that guided the planes had no way of knowing the Russian pilot was receiving contradictory instruction from his cockpit TCAS unless told so by the pilot. Russian aviation officials said the pilot correctly gave precedence to the control tower, but Western aviation experts said pilots are trained to give precedence to the cockpit warning. In addition, the controller was left alone on duty while his partner went on a break and was preoccupied with another aircraft. This was accepted policy at Skyguide, the Swiss air control company. In addition, maintenance crews, working on the computer system, limited the controller's information he was receiving including conflict alert warnings. Sadly, one-and-a-half years later, the controller, Peter Nielsen, was stabbed to death by a Russian man who had lost his wife and two children in the accident."
07-12-2002,7,12,2002,11:45,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC",,"Lake Hood, AK - Iliamna, AK",de Havilland DHC-2,N3129F,903,4,4,0,PortAlsworth,Alaska,"The commercial pilot of the float-equipped airplane was transporting passengers to a lodge at a remote lake. When the airplane did not arrive at the lake, a search was initiated, and two days later the wreckage of the airplane was located on the side of a box canyon about the 2,400 foot elevation level. The pilot's failure to maintain clearance from terrain while maneuvering inside a box/blind canyon, resulting in an in-flight collision with terrain. A factor contributing to the accident was the box/blind canyon."
07/28/2002,7,28,2002,15:25,"Moscow, Russia",Pulkovo Aviation Enterprise,,Moscow - St. Petersburgh,Iluyshin Il-86,RA-86060,51483203027,16,14,0,Moscow,Russia,"A Russian passenger airliner on a training flight crashed shortly after takeoff from Moscow's Sheremetyevo Airport. After reaching an altitude of about 600 ft., the plane banked hard left, hit the ground and exploded. Sixteen of 18 crewmembers aboard were killed. Two flight attendants survived. Investigation revealed that the stabilizer spontaneously shifted to the full down position two seconds after takeoff. Six seconds after the shift, the captain tried to compensate by thrusting the control stick forward as far as possible, but was unable to regain control of the aircraft."
08/29/2002,8,29,2002,11:58,"Near Ayan, Russia",Vostok Aviakompania,,Khabarovsk - Ayan,Antonov AN-28,RA-28932,1A-J008-19,16,16,0,NearAyan,Russia,The twin prop plane crashed into a cliff in dense fog as it prepared to land at Ayan. ATC lost contact with the aircraft 12 minutes before it was scheduled to land.  The crew made four attempts to land before disappearing off radar.
08/30/2002,8,30,2002,18:30,"Rio Branco, Brazil",Rico Taxi Aéreo,,Cruzeiro do Sul - Tarauaca - Rio Branco,Embraer 120ER Brasilia,PT-WRQ,120043,31,23,0,RioBranco,Brazil,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.
09-02-2002,9,2,2002,,"Near Xichang, China",CAAC Air TraffiManagement Bureau,,Survey,Cessna 650 Citation VI,B-7023,650-0221,3,3,0,NearXichang,China,"The survey flight to check out the ILS on Runway 36 the plane circled for another approach and collided with a slope of a mountain at an altitude off 2,500 meters which was shrouded in clouds."
09/14/2002,9,14,2002,,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,,Guarulhos - Londrina,ATR 42-300,PT-MTS,26,2,2,0,SaoPaulo,Brazil,"One hour after the takeoff , the the plane  disappeared of  Curitiba  ATC. The wreckage was found on a farm, around a crater. Unknown cause."
10-01-2002,10,1,2002,,"Vasco, India",Military - Indian Navy,,Military exercises,Ilyushin IL-38 / Ilyushin IL-38,IN302 / IN304,IL38002/IL38004,12,12,5,Vasco,India,"The two Navy aircraft flying in formation in a military flyby, crashed, after their wings collided. One plane crashed into a house under construction while the other crashed onto a field next to a highway. Six crew members on each plane were killed along with 5 on the ground."
10-07-2002,10,7,2002,09:10,"Santa Cruz do Sul, Brazil",American Virginia,,,Learjet 60,N5027Q,60-242,5,1,0,SantaCruzdoSul,Brazil,"The crew was not able to stop the plane on the rain-slick runway, overran the runway and collided with an obstacle."
12/26/2002,12,26,2002,11:20,"Curitiba, Brazil",Military - Brazilian Air Force,,Sao Paulo - Porto Alegre,Embraer-110 C-95B Bandeirante,FAB-2292,174,16,3,0,Curitiba,Brazil,The plane diverted from it's original route to make an emergency landing at Curitiba after experiencing engine trouble and crashed 3.5km short of the runway.
03-01-2003,3,1,2003,14:25,"Near Barki, Russia",Private - Kabanov - skydiving,-,Skydiving,Let L-410UVP,FLARF-01032,831109,25,11,0,NearBarki,Russia,"While carrying a group of parachute jumpers, the aircraft began to disintegrate in mid-air while flying at an altitude of about 10,000 ft. The tail and left wing separated from the plane before it crashed into an area of deep snow. Many of the skydivers were able to jump out of the plane to safely before it crashed."
05/28/2003,5,28,2003,13:30,"Talkeetna, Alaska",McKinley Air Service - Air Taxi,,,Cessna 185,N70176,18502037,4,4,0,Talkeetna,Alaska,"The airplane was destroyed during a collision with snow-covered glacial terrain following a loss of control during cruise flight, about 40 miles north-northwest of Talkeetna, Alaska. The airplane was being operated as a visual flight rules. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall, an uncontrolled descent and in-flight collision with terrain. A factor associated with the accident was rising terrain"
06-11-2003,6,11,2003,,"Belo Horizonte, Brazil",Astro Air Taxi,,,Embraer 820C Navajo,PT-EHH,,4,4,0,BeloHorizonte,Brazil,"After takeoff, the pilot reported low pressure of oil  in an engine and  decided to return to the airport. The plane made a 270 degree turn in the final approach, stalled  and crashed to the ground."
06/25/2003,6,25,2003,15:50,"Anchor Point, Alaska",Hallo Bay Air - Air Taxi,,"Hallo Bay, AK - Homer, AK",Cessna 180H,N91303,18052039,3,3,0,AnchorPoint,Alaska,"The airlpane is presumed to have collided with the ocean waters of the Cook Inlet, about 7 miles southwest of Anchor Point, Alaska. No wreckage has been located, and the airplane is presumed to be destroyed. A fatally injured passenger was located on July 3, in ocean waters near Anchor Point. An in-flight collision with water for an undetermined reason."
07-01-2003,7,1,2003,19:57,"Belem, Para, Brazil",Heringer Air Taxi,,,Mitsubishi MU 2B 35,PT-LFX,,4,4,0,Para,Brazil,The plane crashed on final approach to Belem Airport during a strong  thunderstorm.
07-05-2003,7,5,2003,11:30,"Macaé, Rio de Janeiro, Brazil",BHS - Brazilian Helicopter Services,,,Sikorsky  S 76 A,PT-YVM,,5,5,0,RiodeJaneiro,Brazil,"The helicopter  was landing on the helideck of the ship Toisa Mariner, when the tail rotor collided with the flagpole on the ship. The pilot lost the control and the helicopter crashed into the  sea."
08/20/2003,8,20,2003,13:05,"Kamchatka Peninsula, Russia",Khalatyrka,,Kamchatka - Kuril Islands,Mi-8 helicopter,,,20,20,0,KamchatkaPeninsula,Russia,"The helicopter was flying at a 13-meter height when the pilot pulled up its nose in an attempt to avoid a close obstacle. The maneuver caused the helicopter's rotor blades to swing back, slicing its tail, causing the crash. Sakhalin Governor, Igor Farkhutdinov, was among the casualties."
01-03-2004,1,3,2004,04:44,"Off Sharm el Sheikh, Egypt",Flash Air,604,"Sharm el Sheikh, Egypt - Cairo, Egypt",Boeing B-737-3Q8,SU-ZCF,26283,148,148,0,OffSharmelSheikh,Egypt,"Shortly after taking off,  the aircraft crashed into the Red Sea, 7 miles south of the airport. There were mostly French tourists on board heading home for the holidays. Pilot spatial disorientation."
05/14/2004,5,14,2004,18:30,"Near Manaus, Brazil",Rico Linhas Aereas,4815,Sao Paulo - Tefe - Manaus,Embraer 120ER Brasilia,PT-WRO,120070,33,33,0,NearManaus,Brazil,"The plane dropped off radar at Manaus' Eduardo Gomes International Airport about 10 miles from the runway after it suspended landing procedures to allow another plane carrying sick people on the way to a hospital to land. The plane crashed in dense jungle, making it difficult for rescue crews to reach the wreckage."
05/18/2004,5,18,2004,10:50,"Urumqi, China",AZAL Cargo Company,,Taiyuan - Urumqi - Baku,Ilyushin II-76TD,4K-AZ27,53460827,7,7,0,Urumqi,China,"About two minutes after takeoff and  while climbing, the aircraft stalled and crashed in a field 10 km from the  airport."
06-11-2004,6,11,2004,,"Belo Horizonte, Brazil",Air taxi - Aero Air Taxi,,Belo Horizxonte - Juiz de For a,EMB 820C Navajo,PT-EHH,,4,4,0,BeloHorizonte,Brazil,After taking off and climbing the crew noticed oil  low pressure reading and decided to return to Belo Horizonte. After completing a turn the aircraft entered a dive and crashed and burned.
07/22/2004,7,22,2004,08:30,"Off  Macaé , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service  Air Taxi,,"Campos, Brazil  -  Off-shore oil rig",Sikorsky S 76,PP-MYM,,11,6,0,RiodeJaneiro,Brazil,"During the approach to P-31 oil rig, at an altitude of 500 ft, an alarm sounded for the left turbine after which there was a loud noise. Then the main rotor and right turbine lost rotation and the helicopter crashed in the sea."
